"Plot Title: Tank 1_20084916"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20084916, SEN S/N: 20084916)","Coupler Attached (LGR S/N: 20084916)","Host Connected (LGR S/N: 20084916)","Coupler Detached (LGR S/N: 20084916)","End Of File (LGR S/N: 20084916)"
1,03/01/17 02:00:00 PM,16.427,,,,
2,03/01/17 02:15:00 PM,16.523,,,,
3,03/01/17 02:30:00 PM,16.332,,,,
4,03/01/17 02:45:00 PM,15.760,,,,
5,03/01/17 03:00:00 PM,15.760,,,,
6,03/01/17 03:15:00 PM,15.855,,,,
7,03/01/17 03:30:00 PM,15.760,,,,
8,03/01/17 03:45:00 PM,15.855,,,,
9,03/01/17 04:00:00 PM,15.760,,,,
10,03/01/17 04:15:00 PM,16.427,,,,
11,03/01/17 04:30:00 PM,16.999,,,,
12,03/01/17 04:45:00 PM,17.284,,,,
13,03/01/17 05:00:00 PM,17.094,,,,
14,03/01/17 05:15:00 PM,10.161,,,,
15,03/01/17 05:30:00 PM,10.063,,,,
16,03/01/17 05:45:00 PM,10.063,,,,
17,03/01/17 06:00:00 PM,10.161,,,,
18,03/01/17 06:15:00 PM,10.161,,,,
19,03/01/17 06:30:00 PM,10.161,,,,
20,03/01/17 06:45:00 PM,10.161,,,,
21,03/01/17 07:00:00 PM,10.161,,,,
22,03/01/17 07:15:00 PM,10.161,,,,
23,03/01/17 07:30:00 PM,10.161,,,,
24,03/01/17 07:45:00 PM,10.161,,,,
25,03/01/17 08:00:00 PM,10.161,,,,
26,03/01/17 08:15:00 PM,10.161,,,,
27,03/01/17 08:30:00 PM,10.161,,,,
28,03/01/17 08:45:00 PM,10.161,,,,
29,03/01/17 09:00:00 PM,10.161,,,,
30,03/01/17 09:15:00 PM,10.161,,,,
31,03/01/17 09:30:00 PM,10.161,,,,
32,03/01/17 09:45:00 PM,10.161,,,,
33,03/01/17 10:00:00 PM,10.161,,,,
34,03/01/17 10:15:00 PM,10.161,,,,
35,03/01/17 10:30:00 PM,10.161,,,,
36,03/01/17 10:45:00 PM,10.161,,,,
37,03/01/17 11:00:00 PM,10.259,,,,
38,03/01/17 11:15:00 PM,10.161,,,,
39,03/01/17 11:30:00 PM,10.259,,,,
40,03/01/17 11:45:00 PM,10.259,,,,
41,03/02/17 12:00:00 AM,10.259,,,,
42,03/02/17 12:15:00 AM,10.259,,,,
43,03/02/17 12:30:00 AM,10.259,,,,
44,03/02/17 12:45:00 AM,10.259,,,,
45,03/02/17 01:00:00 AM,10.259,,,,
46,03/02/17 01:15:00 AM,10.259,,,,
47,03/02/17 01:30:00 AM,10.259,,,,
48,03/02/17 01:45:00 AM,10.259,,,,
49,03/02/17 02:00:00 AM,10.259,,,,
50,03/02/17 02:15:00 AM,10.259,,,,
51,03/02/17 02:30:00 AM,10.259,,,,
52,03/02/17 02:45:00 AM,10.259,,,,
53,03/02/17 03:00:00 AM,10.161,,,,
54,03/02/17 03:15:00 AM,10.259,,,,
55,03/02/17 03:30:00 AM,10.161,,,,
56,03/02/17 03:45:00 AM,10.161,,,,
57,03/02/17 04:00:00 AM,10.161,,,,
58,03/02/17 04:15:00 AM,10.161,,,,
59,03/02/17 04:30:00 AM,10.161,,,,
60,03/02/17 04:45:00 AM,10.161,,,,
61,03/02/17 05:00:00 AM,10.161,,,,
62,03/02/17 05:15:00 AM,10.161,,,,
63,03/02/17 05:30:00 AM,10.063,,,,
64,03/02/17 05:45:00 AM,10.161,,,,
65,03/02/17 06:00:00 AM,10.063,,,,
66,03/02/17 06:15:00 AM,10.063,,,,
67,03/02/17 06:30:00 AM,10.063,,,,
68,03/02/17 06:45:00 AM,10.063,,,,
69,03/02/17 07:00:00 AM,10.063,,,,
70,03/02/17 07:15:00 AM,10.063,,,,
71,03/02/17 07:30:00 AM,10.161,,,,
72,03/02/17 07:45:00 AM,10.063,,,,
73,03/02/17 08:00:00 AM,10.063,,,,
74,03/02/17 08:15:00 AM,10.063,,,,
75,03/02/17 08:30:00 AM,10.063,,,,
76,03/02/17 08:45:00 AM,10.063,,,,
77,03/02/17 09:00:00 AM,10.063,,,,
78,03/02/17 09:15:00 AM,10.063,,,,
79,03/02/17 09:30:00 AM,10.063,,,,
80,03/02/17 09:45:00 AM,10.063,,,,
81,03/02/17 10:00:00 AM,10.063,,,,
82,03/02/17 10:15:00 AM,10.063,,,,
83,03/02/17 10:30:00 AM,10.063,,,,
84,03/02/17 10:45:00 AM,10.161,,,,
85,03/02/17 11:00:00 AM,10.161,,,,
86,03/02/17 11:15:00 AM,10.161,,,,
87,03/02/17 11:30:00 AM,10.161,,,,
88,03/02/17 11:45:00 AM,10.161,,,,
89,03/02/17 12:00:00 PM,10.161,,,,
90,03/02/17 12:15:00 PM,10.161,,,,
91,03/02/17 12:30:00 PM,10.161,,,,
92,03/02/17 12:45:00 PM,10.259,,,,
93,03/02/17 01:00:00 PM,10.259,,,,
94,03/02/17 01:15:00 PM,10.259,,,,
95,03/02/17 01:30:00 PM,10.259,,,,
96,03/02/17 01:45:00 PM,10.259,,,,
97,03/02/17 02:00:00 PM,10.357,,,,
98,03/02/17 02:15:00 PM,10.357,,,,
99,03/02/17 02:30:00 PM,10.357,,,,
100,03/02/17 02:45:00 PM,10.357,,,,
101,03/02/17 03:00:00 PM,10.357,,,,
102,03/02/17 03:15:00 PM,10.357,,,,
103,03/02/17 03:30:00 PM,10.357,,,,
104,03/02/17 03:45:00 PM,10.357,,,,
105,03/02/17 04:00:00 PM,10.455,,,,
106,03/02/17 04:15:00 PM,10.455,,,,
107,03/02/17 04:30:00 PM,10.455,,,,
108,03/02/17 04:45:00 PM,10.455,,,,
109,03/02/17 05:00:00 PM,10.455,,,,
110,03/02/17 05:15:00 PM,10.455,,,,
111,03/02/17 05:30:00 PM,10.455,,,,
112,03/02/17 05:45:00 PM,10.455,,,,
113,03/02/17 06:00:00 PM,10.455,,,,
114,03/02/17 06:15:00 PM,10.455,,,,
115,03/02/17 06:30:00 PM,10.455,,,,
116,03/02/17 06:45:00 PM,10.455,,,,
117,03/02/17 07:00:00 PM,10.455,,,,
118,03/02/17 07:15:00 PM,10.455,,,,
119,03/02/17 07:30:00 PM,10.455,,,,
120,03/02/17 07:45:00 PM,10.455,,,,
121,03/02/17 08:00:00 PM,10.455,,,,
122,03/02/17 08:15:00 PM,10.455,,,,
123,03/02/17 08:30:00 PM,10.357,,,,
124,03/02/17 08:45:00 PM,10.357,,,,
125,03/02/17 09:00:00 PM,10.357,,,,
126,03/02/17 09:15:00 PM,10.357,,,,
127,03/02/17 09:30:00 PM,10.357,,,,
128,03/02/17 09:45:00 PM,10.357,,,,
129,03/02/17 10:00:00 PM,10.357,,,,
130,03/02/17 10:15:00 PM,10.357,,,,
131,03/02/17 10:30:00 PM,10.357,,,,
132,03/02/17 10:45:00 PM,10.357,,,,
133,03/02/17 11:00:00 PM,10.357,,,,
134,03/02/17 11:15:00 PM,10.259,,,,
135,03/02/17 11:30:00 PM,10.259,,,,
136,03/02/17 11:45:00 PM,10.259,,,,
137,03/03/17 12:00:00 AM,10.259,,,,
138,03/03/17 12:15:00 AM,10.259,,,,
139,03/03/17 12:30:00 AM,10.259,,,,
140,03/03/17 12:45:00 AM,10.259,,,,
141,03/03/17 01:00:00 AM,10.259,,,,
142,03/03/17 01:15:00 AM,10.259,,,,
143,03/03/17 01:30:00 AM,10.259,,,,
144,03/03/17 01:45:00 AM,10.259,,,,
145,03/03/17 02:00:00 AM,10.259,,,,
146,03/03/17 02:15:00 AM,10.259,,,,
147,03/03/17 02:30:00 AM,10.259,,,,
148,03/03/17 02:45:00 AM,10.259,,,,
149,03/03/17 03:00:00 AM,10.259,,,,
150,03/03/17 03:15:00 AM,10.259,,,,
151,03/03/17 03:30:00 AM,10.259,,,,
152,03/03/17 03:45:00 AM,10.259,,,,
153,03/03/17 04:00:00 AM,10.259,,,,
154,03/03/17 04:15:00 AM,10.259,,,,
155,03/03/17 04:30:00 AM,10.259,,,,
156,03/03/17 04:45:00 AM,10.259,,,,
157,03/03/17 05:00:00 AM,10.259,,,,
158,03/03/17 05:15:00 AM,10.259,,,,
159,03/03/17 05:30:00 AM,10.259,,,,
160,03/03/17 05:45:00 AM,10.161,,,,
161,03/03/17 06:00:00 AM,10.259,,,,
162,03/03/17 06:15:00 AM,10.259,,,,
163,03/03/17 06:30:00 AM,10.161,,,,
164,03/03/17 06:45:00 AM,10.161,,,,
165,03/03/17 07:00:00 AM,10.161,,,,
166,03/03/17 07:15:00 AM,10.161,,,,
167,03/03/17 07:30:00 AM,10.161,,,,
168,03/03/17 07:45:00 AM,10.161,,,,
169,03/03/17 08:00:00 AM,10.161,,,,
170,03/03/17 08:15:00 AM,10.161,,,,
171,03/03/17 08:30:00 AM,10.161,,,,
172,03/03/17 08:45:00 AM,10.161,,,,
173,03/03/17 09:00:00 AM,10.161,,,,
174,03/03/17 09:15:00 AM,10.161,,,,
175,03/03/17 09:30:00 AM,10.161,,,,
176,03/03/17 09:45:00 AM,10.161,,,,
177,03/03/17 10:00:00 AM,10.161,,,,
178,03/03/17 10:15:00 AM,10.161,,,,
179,03/03/17 10:30:00 AM,10.161,,,,
180,03/03/17 10:45:00 AM,10.161,,,,
181,03/03/17 11:00:00 AM,10.161,,,,
182,03/03/17 11:15:00 AM,10.161,,,,
183,03/03/17 11:30:00 AM,10.161,,,,
184,03/03/17 11:45:00 AM,10.259,,,,
185,03/03/17 12:00:00 PM,10.259,,,,
186,03/03/17 12:15:00 PM,10.259,,,,
187,03/03/17 12:30:00 PM,10.259,,,,
188,03/03/17 12:45:00 PM,10.259,,,,
189,03/03/17 01:00:00 PM,10.357,,,,
190,03/03/17 01:15:00 PM,10.357,,,,
191,03/03/17 01:30:00 PM,10.357,,,,
192,03/03/17 01:45:00 PM,10.357,,,,
193,03/03/17 02:00:00 PM,10.357,,,,
194,03/03/17 02:15:00 PM,10.357,,,,
195,03/03/17 02:30:00 PM,10.455,,,,
196,03/03/17 02:45:00 PM,10.455,,,,
197,03/03/17 03:00:00 PM,10.455,,,,
198,03/03/17 03:15:00 PM,10.455,,,,
199,03/03/17 03:30:00 PM,10.455,,,,
200,03/03/17 03:45:00 PM,10.455,,,,
201,03/03/17 04:00:00 PM,10.553,,,,
202,03/03/17 04:15:00 PM,10.553,,,,
203,03/03/17 04:30:00 PM,10.455,,,,
204,03/03/17 04:45:00 PM,10.553,,,,
205,03/03/17 05:00:00 PM,10.553,,,,
206,03/03/17 05:15:00 PM,10.553,,,,
207,03/03/17 05:30:00 PM,10.553,,,,
208,03/03/17 05:45:00 PM,10.553,,,,
209,03/03/17 06:00:00 PM,10.553,,,,
210,03/03/17 06:15:00 PM,10.553,,,,
211,03/03/17 06:30:00 PM,10.553,,,,
212,03/03/17 06:45:00 PM,10.455,,,,
213,03/03/17 07:00:00 PM,10.455,,,,
214,03/03/17 07:15:00 PM,10.455,,,,
215,03/03/17 07:30:00 PM,10.455,,,,
216,03/03/17 07:45:00 PM,10.455,,,,
217,03/03/17 08:00:00 PM,10.455,,,,
218,03/03/17 08:15:00 PM,10.455,,,,
219,03/03/17 08:30:00 PM,10.455,,,,
