"Plot Title: 20031754"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20031754, SEN S/N: 20031754)","Coupler Detached (LGR S/N: 20031754)","Coupler Attached (LGR S/N: 20031754)","Host Connected (LGR S/N: 20031754)","Stopped (LGR S/N: 20031754)","End Of File (LGR S/N: 20031754)"
1,02/11/17 09:00:00 AM,15.939,Logged,,,,
2,02/11/17 09:30:00 AM,15.915,,,,,
3,02/11/17 10:00:00 AM,15.748,,,,,
4,02/11/17 10:30:00 AM,16.201,,,,,
5,02/11/17 11:00:00 AM,17.582,,,,,
6,02/11/17 11:30:00 AM,15.796,,,,,
7,02/11/17 12:00:00 PM,15.103,,,,,
8,02/11/17 12:30:00 PM,14.912,,,,,
9,02/11/17 01:00:00 PM,14.888,,,,,
10,02/11/17 01:30:00 PM,14.745,,,,,
11,02/11/17 02:00:00 PM,14.673,,,,,
12,02/11/17 02:30:00 PM,14.337,,,,,
13,02/11/17 03:00:00 PM,14.194,,,,,
14,02/11/17 03:30:00 PM,14.361,,,,,
15,02/11/17 04:00:00 PM,14.385,,,,,
16,02/11/17 04:30:00 PM,14.290,,,,,
17,02/11/17 05:00:00 PM,14.194,,,,,
18,02/11/17 05:30:00 PM,9.509,,,,,
19,02/11/17 06:00:00 PM,9.460,,,,,
20,02/11/17 06:30:00 PM,9.509,,,,,
21,02/11/17 07:00:00 PM,9.558,,,,,
22,02/11/17 07:30:00 PM,9.608,,,,,
23,02/11/17 08:00:00 PM,9.657,,,,,
24,02/11/17 08:30:00 PM,9.706,,,,,
25,02/11/17 09:00:00 PM,9.756,,,,,
26,02/11/17 09:30:00 PM,9.780,,,,,
27,02/11/17 10:00:00 PM,10.687,,,,,
28,02/11/17 10:30:00 PM,9.879,,,,,
29,02/11/17 11:00:00 PM,9.928,,,,,
30,02/11/17 11:30:00 PM,9.928,,,,,
31,02/12/17 12:00:00 AM,9.952,,,,,
32,02/12/17 12:30:00 AM,9.952,,,,,
33,02/12/17 01:00:00 AM,9.977,,,,,
34,02/12/17 01:30:00 AM,9.952,,,,,
35,02/12/17 02:00:00 AM,9.952,,,,,
36,02/12/17 02:30:00 AM,9.952,,,,,
37,02/12/17 03:00:00 AM,9.928,,,,,
38,02/12/17 03:30:00 AM,9.928,,,,,
39,02/12/17 04:00:00 AM,9.928,,,,,
40,02/12/17 04:30:00 AM,9.928,,,,,
41,02/12/17 05:00:00 AM,9.928,,,,,
42,02/12/17 05:30:00 AM,9.928,,,,,
43,02/12/17 06:00:00 AM,9.928,,,,,
44,02/12/17 06:30:00 AM,9.952,,,,,
45,02/12/17 07:00:00 AM,9.977,,,,,
46,02/12/17 07:30:00 AM,9.977,,,,,
47,02/12/17 08:00:00 AM,9.977,,,,,
48,02/12/17 08:30:00 AM,10.001,,,,,
49,02/12/17 09:00:00 AM,10.026,,,,,
50,02/12/17 09:30:00 AM,10.026,,,,,
51,02/12/17 10:00:00 AM,10.026,,,,,
52,02/12/17 10:30:00 AM,10.051,,,,,
53,02/12/17 11:00:00 AM,10.051,,,,,
54,02/12/17 11:30:00 AM,10.075,,,,,
55,02/12/17 12:00:00 PM,10.075,,,,,
56,02/12/17 12:30:00 PM,10.075,,,,,
57,02/12/17 01:00:00 PM,10.100,,,,,
58,02/12/17 01:30:00 PM,10.100,,,,,
59,02/12/17 02:00:00 PM,10.100,,,,,
60,02/12/17 02:30:00 PM,10.124,,,,,
61,02/12/17 03:00:00 PM,10.100,,,,,
62,02/12/17 03:30:00 PM,10.124,,,,,
63,02/12/17 04:00:00 PM,10.124,,,,,
64,02/12/17 04:30:00 PM,10.124,,,,,
65,02/12/17 05:00:00 PM,10.124,,,,,
66,02/12/17 05:30:00 PM,10.124,,,,,
67,02/12/17 06:00:00 PM,10.124,,,,,
68,02/12/17 06:30:00 PM,10.124,,,,,
69,02/12/17 07:00:00 PM,10.124,,,,,
70,02/12/17 07:30:00 PM,10.124,,,,,
71,02/12/17 08:00:00 PM,10.124,,,,,
72,02/12/17 08:30:00 PM,10.124,,,,,
73,02/12/17 09:00:00 PM,10.124,,,,,
74,02/12/17 09:30:00 PM,10.100,,,,,
75,02/12/17 10:00:00 PM,10.100,,,,,
76,02/12/17 10:30:00 PM,10.100,,,,,
