"Plot Title: Tank 5_20084919"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20084919, SEN S/N: 20084919)","Coupler Attached (LGR S/N: 20084919)","Host Connected (LGR S/N: 20084919)","Coupler Detached (LGR S/N: 20084919)","End Of File (LGR S/N: 20084919)"
1,03/01/17 02:00:00 PM,16.237,,,,
2,03/01/17 02:15:00 PM,16.332,,,,
3,03/01/17 02:30:00 PM,16.237,,,,
4,03/01/17 02:45:00 PM,15.855,,,,
5,03/01/17 03:00:00 PM,15.664,,,,
6,03/01/17 03:15:00 PM,15.760,,,,
7,03/01/17 03:30:00 PM,15.664,,,,
8,03/01/17 03:45:00 PM,15.664,,,,
9,03/01/17 04:00:00 PM,15.569,,,,
10,03/01/17 04:15:00 PM,16.141,,,,
11,03/01/17 04:30:00 PM,16.713,,,,
12,03/01/17 04:45:00 PM,16.808,,,,
13,03/01/17 05:00:00 PM,16.618,,,,
14,03/01/17 05:15:00 PM,10.553,,,,
15,03/01/17 05:30:00 PM,10.259,,,,
16,03/01/17 05:45:00 PM,10.259,,,,
17,03/01/17 06:00:00 PM,10.259,,,,
18,03/01/17 06:15:00 PM,10.259,,,,
19,03/01/17 06:30:00 PM,10.259,,,,
20,03/01/17 06:45:00 PM,10.259,,,,
21,03/01/17 07:00:00 PM,10.259,,,,
22,03/01/17 07:15:00 PM,10.259,,,,
23,03/01/17 07:30:00 PM,10.259,,,,
24,03/01/17 07:45:00 PM,10.259,,,,
25,03/01/17 08:00:00 PM,10.259,,,,
26,03/01/17 08:15:00 PM,10.259,,,,
27,03/01/17 08:30:00 PM,10.259,,,,
28,03/01/17 08:45:00 PM,10.259,,,,
29,03/01/17 09:00:00 PM,10.259,,,,
30,03/01/17 09:15:00 PM,10.259,,,,
31,03/01/17 09:30:00 PM,10.259,,,,
32,03/01/17 09:45:00 PM,10.161,,,,
33,03/01/17 10:00:00 PM,10.161,,,,
34,03/01/17 10:15:00 PM,10.161,,,,
35,03/01/17 10:30:00 PM,10.161,,,,
36,03/01/17 10:45:00 PM,10.161,,,,
37,03/01/17 11:00:00 PM,10.161,,,,
38,03/01/17 11:15:00 PM,10.161,,,,
39,03/01/17 11:30:00 PM,10.259,,,,
40,03/01/17 11:45:00 PM,10.161,,,,
41,03/02/17 12:00:00 AM,10.161,,,,
42,03/02/17 12:15:00 AM,10.161,,,,
43,03/02/17 12:30:00 AM,10.161,,,,
44,03/02/17 12:45:00 AM,10.161,,,,
45,03/02/17 01:00:00 AM,10.161,,,,
46,03/02/17 01:15:00 AM,10.161,,,,
47,03/02/17 01:30:00 AM,10.161,,,,
48,03/02/17 01:45:00 AM,10.161,,,,
49,03/02/17 02:00:00 AM,10.161,,,,
50,03/02/17 02:15:00 AM,10.161,,,,
51,03/02/17 02:30:00 AM,10.161,,,,
52,03/02/17 02:45:00 AM,10.161,,,,
53,03/02/17 03:00:00 AM,10.161,,,,
54,03/02/17 03:15:00 AM,10.161,,,,
55,03/02/17 03:30:00 AM,10.161,,,,
56,03/02/17 03:45:00 AM,10.161,,,,
57,03/02/17 04:00:00 AM,10.161,,,,
58,03/02/17 04:15:00 AM,10.161,,,,
59,03/02/17 04:30:00 AM,10.063,,,,
60,03/02/17 04:45:00 AM,10.063,,,,
61,03/02/17 05:00:00 AM,10.063,,,,
62,03/02/17 05:15:00 AM,10.063,,,,
63,03/02/17 05:30:00 AM,10.063,,,,
64,03/02/17 05:45:00 AM,10.063,,,,
65,03/02/17 06:00:00 AM,10.063,,,,
66,03/02/17 06:15:00 AM,10.063,,,,
67,03/02/17 06:30:00 AM,10.063,,,,
68,03/02/17 06:45:00 AM,10.063,,,,
69,03/02/17 07:00:00 AM,10.063,,,,
70,03/02/17 07:15:00 AM,10.063,,,,
71,03/02/17 07:30:00 AM,10.063,,,,
72,03/02/17 07:45:00 AM,10.063,,,,
73,03/02/17 08:00:00 AM,10.063,,,,
74,03/02/17 08:15:00 AM,10.063,,,,
75,03/02/17 08:30:00 AM,10.063,,,,
76,03/02/17 08:45:00 AM,10.063,,,,
77,03/02/17 09:00:00 AM,10.063,,,,
