"Plot Title: 20137183"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137183, SEN S/N: 20137183)","Coupler Attached (LGR S/N: 20137183, SEN S/N: 20137183)","Host Connected (LGR S/N: 20137183, SEN S/N: 20137183)","End Of File (LGR S/N: 20137183, SEN S/N: 20137183)"
1,05/17/17 11:00:00 AM,18.806,,,
2,05/17/17 11:15:00 AM,18.711,,,
3,05/17/17 11:30:00 AM,18.045,,,
4,05/17/17 11:45:00 AM,18.045,,,
5,05/17/17 12:00:00 PM,18.045,,,
6,05/17/17 12:15:00 PM,18.140,,,
7,05/17/17 12:30:00 PM,18.236,,,
8,05/17/17 12:45:00 PM,18.521,,,
9,05/17/17 01:00:00 PM,18.521,,,
10,05/17/17 01:15:00 PM,18.711,,,
11,05/17/17 01:30:00 PM,18.901,,,
12,05/17/17 01:45:00 PM,19.092,,,
13,05/17/17 02:00:00 PM,19.187,,,
14,05/17/17 02:15:00 PM,19.282,,,
15,05/17/17 02:30:00 PM,19.377,,,
16,05/17/17 02:45:00 PM,19.567,,,
17,05/17/17 03:00:00 PM,19.662,,,
18,05/17/17 03:15:00 PM,19.853,,,
19,05/17/17 03:30:00 PM,19.948,,,
20,05/17/17 03:45:00 PM,20.043,,,
21,05/17/17 04:00:00 PM,20.138,,,
22,05/17/17 04:15:00 PM,19.853,,,
23,05/17/17 04:30:00 PM,19.758,,,
24,05/17/17 04:45:00 PM,19.758,,,
25,05/17/17 05:00:00 PM,19.758,,,
26,05/17/17 05:15:00 PM,19.567,,,
27,05/17/17 05:30:00 PM,18.806,,,
28,05/17/17 05:45:00 PM,18.711,,,
29,05/17/17 06:00:00 PM,18.616,,,
30,05/17/17 06:15:00 PM,18.521,,,
31,05/17/17 06:30:00 PM,18.521,,,
32,05/17/17 06:45:00 PM,18.521,,,
33,05/17/17 07:00:00 PM,18.426,,,
34,05/17/17 07:15:00 PM,18.426,,,
35,05/17/17 07:30:00 PM,18.426,,,
36,05/17/17 07:45:00 PM,18.331,,,
37,05/17/17 08:00:00 PM,18.331,,,
38,05/17/17 08:15:00 PM,18.331,,,
39,05/17/17 08:30:00 PM,18.331,,,
40,05/17/17 08:45:00 PM,18.331,,,
41,05/17/17 09:00:00 PM,18.331,,,
42,05/17/17 09:15:00 PM,18.236,,,
43,05/17/17 09:30:00 PM,18.236,,,
44,05/17/17 09:45:00 PM,18.236,,,
45,05/17/17 10:00:00 PM,18.140,,,
46,05/17/17 10:15:00 PM,18.140,,,
47,05/17/17 10:30:00 PM,18.140,,,
48,05/17/17 10:45:00 PM,18.140,,,
49,05/17/17 11:00:00 PM,18.045,,,
50,05/17/17 11:15:00 PM,18.045,,,
51,05/17/17 11:30:00 PM,18.045,,,
52,05/17/17 11:45:00 PM,18.045,,,
53,05/18/17 12:00:00 AM,17.950,,,
54,05/18/17 12:15:00 AM,17.950,,,
55,05/18/17 12:30:00 AM,17.950,,,
56,05/18/17 12:45:00 AM,17.950,,,
57,05/18/17 01:00:00 AM,17.855,,,
58,05/18/17 01:15:00 AM,17.855,,,
59,05/18/17 01:30:00 AM,17.855,,,
60,05/18/17 01:45:00 AM,17.855,,,
61,05/18/17 02:00:00 AM,17.855,,,
62,05/18/17 02:15:00 AM,17.855,,,
63,05/18/17 02:30:00 AM,17.760,,,
